cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
853,1.75,3416,120,172360,4,122765,5000,1943111,12,25017,19.36,0.82,4,500000,5,48616,1,2,3,0.26,364938,0.85,123919,0,2,2.4,65,2,1,1,0,1,2,0
767,0.37,4626,120,-30595,2,38688,10000,2783197,48,49780,31.25,0.09,4,500000,0,11509,1,18,0,0.7,217599,0.5,290088,1,0,4.1,24,0,2,3,4,1,1,0
753,0.36,6302,180,8122,4,414279,0,1128734,84,27204,7.42,0.71,3,1000000,3,46915,4,13,2,0.66,287520,0.49,228340,0,3,11.3,45,0,1,2,2,1,3,0
567,2.16,5657,0,170828,4,295233,5000,1711856,24,20562,5.18,0.32,4,500000,4,32766,4,7,1,0.69,151876,0.55,453056,1,2,19.1,51,2,0,2,0,1,3,0
685,0.55,7593,0,180561,4,459158,0,1408121,84,25428,26.34,0.12,1,0,5,67024,3,6,1,0.43,343777,0.13,355754,1,1,7.8,39,2,1,4,4,1,2,0
686,0.99,680,120,182661,2,455045,20000,1607973,48,22497,44.76,0.55,3,500000,2,34221,2,4,3,0.07,176223,0.57,188762,1,2,18.4,27,1,2,5,1,0,2,0
558,1.46,2070,60,78909,4,453769,20000,2029072,36,4372,16.89,0.23,3,100000,4,50953,4,2,3,0.98,100330,0.55,366878,0,3,9.4,57,0,0,0,3,0,1,0
582,0.07,5166,180,-46553,3,43585,50000,2650798,60,89683,34.18,0.82,3,1000000,0,61860,0,0,0,0.19,123053,0.75,343532,1,3,18.8,50,2,0,0,1,0,1,0
339,0.75,6668,180,134215,0,474955,0,992894,60,18453,17.44,0.04,0,1000000,2,73620,3,18,4,0.77,160087,0.63,331035,0,2,6.1,47,2,0,0,0,1,2,0
785,1.22,4824,90,143978,0,200076,20000,984260,36,52928,23.93,0.1,5,500000,1,28692,2,14,0,0.14,153804,0.96,154599,1,3,10.4,37,2,1,3,0,0,1,0
519,0.84,1729,180,-39338,1,260322,5000,1847046,48,34960,54.48,0.52,5,1000000,3,94843,3,24,1,0.28,311350,0.08,249394,1,0,6.1,52,1,1,1,0,0,3,0
428,0.41,2191,120,144073,5,260483,50000,227589,12,18197,51.49,0.59,0,1000000,5,44400,2,0,2,0.56,218858,0.77,349722,1,0,4.7,39,0,0,0,0,1,1,0
819,2.18,7752,30,8282,3,12438,10000,921243,84,55984,31.45,0.73,3,500000,0,71776,0,4,3,0.41,254661,0.75,327176,1,1,9.3,45,2,2,1,1,0,1,0
559,2.44,667,120,85971,2,365239,0,56586,84,2883,15.05,0.26,1,0,3,73353,2,19,1,0.96,489697,0.27,426360,0,2,7.4,49,0,2,0,2,0,2,0
665,0.77,1612,0,-21418,5,426428,20000,1904711,12,17651,12.4,0.84,2,500000,5,99819,3,10,0,0.85,269618,0.7,478587,1,1,17.3,45,2,0,4,4,0,3,0
843,2.32,7586,180,195436,0,191434,5000,2894813,60,86591,57.29,0.95,3,100000,5,81248,2,13,4,0.92,318744,0.66,27045,0,0,16.4,52,2,2,1,4,0,1,0
823,1.16,680,180,17471,4,475393,0,2708175,120,3812,12.96,0.5,4,5000000,4,15964,3,21,2,0.64,165654,0.3,287651,1,1,7.9,57,0,2,3,4,1,1,0
315,1.52,972,90,73513,1,158055,5000,2344582,120,96981,48.68,0.76,5,0,2,27742,4,17,4,0.22,59057,0.72,493371,1,3,21.8,31,0,1,5,3,1,3,0
428,2.57,2846,30,123285,1,286170,50000,1197101,36,7562,22.77,0.52,2,500000,4,57367,0,19,0,0.52,338221,0.93,451323,0,2,21.4,24,1,2,5,0,1,3,0
874,2.25,2132,180,57578,0,392312,20000,2973232,120,73549,59.15,0.07,0,0,3,63867,3,8,0,0.77,126156,0.31,201448,1,2,20.2,51,1,1,3,1,1,3,0
408,2.42,2463,90,25871,3,323142,20000,2028209,36,71713,22.72,0.33,0,5000000,0,57739,1,14,1,0.06,78043,0.98,10458,1,2,12.9,56,0,0,1,1,0,1,0
832,0.41,6837,90,33205,5,458960,50000,262151,120,21469,21.74,0.09,2,1000000,3,34195,1,10,2,0.86,138219,0.22,430136,1,0,9.1,24,2,2,5,1,0,2,0
568,0.21,2529,30,24081,1,329157,5000,2631867,24,50535,38.61,0.99,5,1000000,0,71621,5,4,0,0.63,340395,0.13,283310,0,3,6.9,22,1,2,3,2,1,1,0
461,2.68,2503,120,55783,0,61039,0,1397376,60,62300,57.73,0.23,5,5000000,3,97927,5,14,1,0.72,266380,0.08,36977,0,0,0.3,59,0,1,2,0,1,1,0
559,1.16,4922,120,184631,3,190903,5000,1767435,36,97765,58.6,0.64,4,1000000,4,96077,2,23,0,0.69,112559,0.21,333529,0,3,13.9,53,1,1,3,4,1,3,0
401,0.86,4392,120,33805,0,488388,0,1960896,24,95637,42.73,0.28,0,0,3,44164,4,1,1,0.85,325776,0.34,322805,1,3,12.2,64,0,0,4,4,1,3,0
805,2.17,3183,60,74698,0,175675,50000,2166806,12,94523,45.52,0.65,0,1000000,1,17397,4,11,4,0.09,154568,0.73,47578,1,2,13.9,47,2,0,4,0,1,1,0
870,2.51,4033,120,118902,3,480974,10000,2878165,60,89641,34.24,0.21,3,5000000,4,40047,1,24,1,0.38,375309,0.07,433219,0,0,12.7,46,1,2,1,4,0,3,0
546,2.59,5349,30,88138,3,470929,0,704405,60,90003,45.59,0.79,1,5000000,3,68885,2,22,4,0.5,495773,0.51,472882,1,1,3.0,39,1,1,3,4,0,1,0
836,0.95,3167,60,-39288,3,116446,20000,1185189,36,83969,51.73,0.11,4,5000000,3,47879,4,6,3,0.55,442472,0.52,211001,0,1,15.3,64,1,1,1,0,1,3,0
430,2.56,2997,120,31527,0,370596,20000,1614046,36,19217,29.68,0.9,3,100000,2,12157,4,1,0,0.94,191205,0.23,18735,0,2,7.9,61,1,2,0,1,1,2,0
652,0.12,6823,60,79453,1,416321,20000,1561321,48,97844,37.57,0.84,1,0,4,62214,2,7,3,0.04,146297,0.05,150501,1,0,11.4,59,0,1,2,3,0,1,1
495,0.15,6521,30,76888,2,241120,5000,593270,120,9989,32.7,0.68,0,5000000,2,13885,3,8,2,0.87,59293,0.23,306490,0,3,8.0,53,0,1,1,0,1,1,0
681,1.87,3227,120,182398,2,339326,5000,2229000,12,38235,34.19,0.07,1,0,4,7018,1,25,3,0.55,315680,0.23,402507,1,2,0.5,58,1,1,1,4,0,3,0
526,0.19,6564,0,146437,0,62147,5000,946009,12,85895,53.51,0.21,0,100000,0,86190,5,4,1,0.55,193143,0.69,43310,1,1,19.3,30,2,1,1,4,1,1,0
775,0.97,2152,180,37185,0,262403,20000,2227026,84,71691,21.98,0.86,5,0,4,79127,4,14,1,0.32,335541,0.23,27534,0,1,3.3,21,0,2,5,3,0,1,0
776,2.02,1728,30,49851,1,85400,0,342317,24,57850,13.28,0.12,3,500000,4,74191,3,18,2,0.64,165048,0.34,284270,0,3,12.8,55,0,0,1,3,0,1,0
564,1.01,2024,90,111878,3,56434,20000,87525,24,51442,27.92,0.16,0,100000,3,389,3,18,2,0.65,13528,0.05,296559,0,0,19.4,31,2,0,5,3,0,3,0
671,0.54,329,90,-37790,0,36515,0,2108306,48,74497,13.28,0.54,1,100000,1,39659,3,12,0,0.19,111646,0.62,379613,1,1,4.9,34,1,2,4,0,1,3,0
785,0.84,2486,30,-13028,4,230370,5000,1125904,84,24983,30.41,0.27,3,1000000,5,16519,3,12,1,0.68,12566,0.47,424653,0,0,9.1,26,1,0,2,1,1,1,0
733,1.37,1155,90,186966,3,68001,10000,192432,12,8186,54.31,0.22,1,5000000,4,35224,0,5,2,0.27,2995,0.34,241223,1,0,8.3,63,0,1,0,3,0,2,0
510,1.43,1890,30,-15864,0,199469,5000,166242,120,8506,37.43,0.58,1,100000,2,84191,0,0,3,0.69,204250,0.7,368504,0,1,2.0,59,2,2,2,2,0,2,0
871,2.35,4477,0,125369,4,202487,50000,1645489,120,42026,51.47,0.37,2,0,1,57944,5,9,1,0.61,364768,0.68,189915,0,1,9.3,60,2,0,1,1,0,1,0
676,2.25,2185,30,66445,5,420176,0,157576,120,47070,10.81,0.14,0,500000,4,23497,2,24,2,0.72,1906,0.33,178168,0,2,10.5,45,0,1,4,3,1,2,0
694,1.37,7086,120,-34055,1,381735,10000,225966,120,49951,54.15,0.53,0,0,1,25194,1,5,0,0.02,257845,0.71,32769,0,0,0.6,43,1,0,0,4,0,1,0
749,2.54,4938,120,176273,4,234215,5000,802746,24,96761,36.51,0.39,1,0,0,9768,2,24,4,0.13,50862,0.35,89934,1,2,10.7,25,1,2,5,0,0,3,0
663,0.34,2317,60,123549,0,485054,10000,839135,12,8791,2.87,0.73,5,500000,1,28345,0,2,1,0.84,109744,0.22,16060,1,0,2.1,46,2,0,1,4,1,2,1
756,0.77,3621,90,29180,2,317922,20000,1306335,120,62335,38.35,0.1,0,1000000,0,11117,2,25,1,0.38,135251,0.72,119847,0,1,19.6,38,2,0,5,4,0,2,0
525,2.48,4491,180,20453,0,172013,0,1281218,12,94133,57.13,0.62,4,5000000,1,38274,2,12,1,0.84,419383,0.73,319146,0,0,14.3,52,2,0,1,0,1,1,0
430,1.13,7724,90,35404,2,105849,50000,2632902,84,73306,5.67,0.44,5,100000,1,57352,3,18,1,0.06,231515,0.87,455727,0,2,1.2,41,2,2,3,1,0,1,0
887,2.94,7056,30,158485,1,375227,20000,1299331,24,10893,35.36,0.41,5,5000000,2,74931,4,9,4,0.77,49159,0.5,309959,0,0,18.2,46,2,1,2,4,1,3,0
775,1.4,2511,180,94296,1,444171,10000,2999108,36,26154,55.01,0.23,5,1000000,5,9913,0,12,4,0.08,44693,0.23,14276,0,1,8.0,55,2,2,2,1,0,2,0
576,2.38,7842,180,-46948,3,219637,5000,779128,36,90854,1.57,0.03,0,500000,2,56763,0,6,0,0.47,69181,0.84,84024,0,2,5.0,30,2,0,2,0,1,2,0
455,1.21,449,90,-22728,3,373420,0,589439,84,51757,38.22,0.85,5,5000000,3,8785,2,14,1,0.94,384053,0.17,278015,0,0,5.6,48,2,2,3,3,1,2,0
517,1.27,1354,180,-8850,2,329052,50000,1567658,24,62387,29.02,0.33,5,0,1,77488,4,22,2,0.08,220322,0.94,227011,0,0,13.1,51,2,0,4,4,1,2,0
489,1.15,7420,180,177276,2,467283,5000,1147766,48,41755,21.47,0.68,3,100000,0,87940,2,3,3,0.35,271990,0.31,464907,0,0,1.8,35,0,1,4,4,1,1,0
716,2.16,7848,120,98388,1,259708,50000,2617180,60,14514,38.02,0.95,0,100000,1,34237,1,10,1,0.52,74206,0.02,74185,0,0,1.3,60,1,1,4,0,0,3,0
845,1.64,6082,0,134461,4,458912,0,630483,84,32358,4.11,0.56,5,1000000,4,79987,0,7,4,0.9,405335,0.19,466243,1,3,13.8,28,0,0,5,0,1,2,0
340,2.83,5404,30,144404,2,421645,10000,414385,12,88974,45.43,0.4,4,1000000,0,50847,3,1,0,0.33,77425,0.41,398002,0,0,21.6,30,0,2,0,3,0,3,0
606,0.75,5393,90,88312,2,366192,50000,941622,84,93992,1.26,0.27,5,500000,4,30964,3,0,1,0.81,125164,0.06,474697,0,1,10.6,65,2,0,3,0,1,1,0
637,0.3,6163,120,47095,4,217748,0,1403770,60,24631,19.11,0.93,1,1000000,3,99610,3,0,0,0.72,427998,0.41,270876,0,1,9.1,30,2,2,3,2,0,1,0
613,1.18,6382,60,18774,3,257387,50000,2442272,84,6807,30.73,0.68,0,5000000,4,5332,5,15,2,0.31,253188,0.2,273499,0,2,20.8,58,2,2,4,2,1,1,0
374,1.85,1293,180,-6825,3,155919,5000,2598316,24,72792,23.24,0.67,3,100000,3,26263,5,17,2,0.34,154581,0.02,149276,1,0,5.3,38,0,0,4,0,0,3,0
578,2.58,2465,180,81637,2,188263,50000,896299,12,81692,19.14,0.43,4,500000,3,47554,0,10,2,0.19,453136,0.3,117074,1,3,5.3,48,2,1,4,3,0,3,0
475,1.04,7477,90,168370,3,306400,5000,1354684,60,12908,50.02,0.85,2,1000000,3,20367,0,21,2,0.69,411227,0.23,36210,1,3,19.9,48,2,1,3,2,0,2,0
572,1.96,3102,0,152166,3,399169,5000,361509,120,25435,56.16,0.71,1,0,4,11918,3,7,3,0.56,21108,0.42,196202,1,1,14.2,40,1,2,4,4,0,3,0
588,1.05,1849,0,-33625,5,431990,0,2415019,36,70820,52.55,0.28,1,100000,3,83655,0,18,0,0.15,419202,0.76,60150,1,3,1.2,44,2,0,2,3,1,3,0
571,1.85,3175,90,-24290,3,137343,20000,498920,48,62716,31.82,0.6,1,500000,3,53480,3,11,1,0.62,245138,0.51,127231,1,1,14.8,26,1,0,4,0,0,2,0
365,2.65,7849,90,130967,1,19127,50000,1781330,84,31432,53.17,0.43,4,100000,2,62979,1,5,3,0.5,302437,0.77,323468,1,0,18.0,61,0,0,2,2,1,1,0
782,0.69,4281,120,157711,0,128251,10000,1424840,84,80974,55.33,0.01,0,5000000,5,19743,1,23,1,0.09,261087,0.34,327156,0,2,6.0,52,1,1,1,3,0,1,0
547,1.21,3199,90,96246,2,169277,5000,2419612,60,41510,25.15,0.81,0,1000000,1,74412,1,24,4,0.95,482724,0.01,106424,0,0,8.4,26,2,1,1,4,1,3,0
455,2.98,1233,60,57026,2,249282,20000,2038702,48,15227,17.72,0.12,5,1000000,3,71863,2,15,3,0.83,173204,0.92,56417,1,3,4.3,31,2,2,3,0,1,2,0
346,2.61,1437,120,168401,1,353307,5000,1778780,84,80801,6.8,0.51,5,1000000,0,47354,2,7,3,0.07,234852,0.31,275501,0,2,13.9,50,1,1,0,1,1,3,0
753,1.69,3352,180,-22403,0,199836,20000,1543352,36,85724,29.27,0.34,0,0,0,26914,4,6,4,0.93,138290,0.53,160787,0,2,14.6,23,1,1,5,2,0,3,0
500,1.55,4030,180,24289,0,390423,20000,865265,60,19604,56.83,0.34,5,5000000,2,91060,4,19,3,0.92,239669,0.47,311249,1,1,1.5,28,2,0,1,4,1,1,0
423,0.85,252,180,119469,1,111824,10000,2405664,24,95101,34.09,0.48,0,0,4,39709,4,2,0,0.04,128138,0.58,353338,1,2,14.9,53,1,0,3,3,0,2,0
300,1.55,18,180,152926,4,48664,20000,2033286,12,99124,40.39,1.0,1,5000000,4,93542,1,22,2,0.2,237504,0.88,194799,0,1,14.5,39,1,1,3,2,1,3,0
490,2.54,2759,30,114141,4,66795,10000,1674611,36,98610,7.66,0.41,2,5000000,4,76399,1,0,1,0.7,497309,0.87,344439,1,3,0.8,30,2,2,2,2,0,3,0
878,2.06,7899,60,35687,0,131729,0,1188613,48,83641,9.47,0.18,1,5000000,3,98608,1,22,4,0.93,288601,0.98,103459,1,1,12.2,39,0,0,2,0,0,3,0
815,0.87,5255,120,68968,4,173405,5000,2003527,48,26790,28.4,0.61,5,1000000,5,67933,0,5,2,0.82,375532,0.53,468480,0,0,13.5,29,0,2,4,4,0,1,0
741,0.6,222,120,-9726,4,254620,10000,1829763,36,89894,57.12,0.24,2,1000000,5,15698,0,2,3,0.28,412784,0.92,416601,1,3,9.5,27,2,1,5,2,0,1,0
442,0.8,2,180,155309,4,46079,5000,169271,120,31944,22.29,0.11,2,1000000,4,22451,1,18,0,0.03,401834,0.48,418178,1,0,19.8,34,1,1,1,2,1,3,0
490,0.51,1259,0,153570,0,94225,50000,2388322,24,23187,52.77,0.05,0,0,4,12417,3,1,3,0.47,477681,0.04,189227,1,3,7.2,22,0,0,2,4,1,2,0
832,0.29,4949,120,119269,4,34259,0,782555,84,53546,8.1,0.02,3,500000,1,32954,4,16,4,0.09,492835,0.15,49334,0,2,1.5,42,1,0,0,3,0,1,0
526,1.26,5584,60,-1366,2,298715,50000,367531,24,5025,37.4,0.43,4,5000000,5,62884,2,15,3,0.25,104793,0.33,125243,0,3,14.8,65,2,0,5,0,0,3,0
612,0.34,4323,90,-19959,5,61119,50000,1991295,84,94691,36.44,0.43,3,0,3,32239,4,20,0,0.64,369150,0.73,193922,1,0,13.3,40,1,0,3,2,0,1,0
601,0.52,7056,60,88320,0,280153,20000,1612331,84,25512,51.73,0.19,2,1000000,3,67100,3,6,3,0.5,238008,0.08,63572,1,3,21.8,46,0,1,5,4,0,1,1
759,1.64,5773,180,35365,1,120210,20000,2148786,48,16907,1.2,0.78,3,1000000,0,39581,5,22,3,0.38,366313,0.36,58814,0,0,5.1,24,1,1,4,1,0,3,0
700,0.49,4594,180,83275,4,333973,50000,719419,84,81005,12.21,0.13,5,500000,0,92394,0,5,3,0.93,288375,0.98,368209,1,2,8.7,59,0,0,2,3,1,1,0
850,0.19,2568,30,1986,3,310374,20000,513566,36,38924,13.96,0.92,2,1000000,1,97381,1,10,3,0.19,355930,0.79,470686,0,0,10.1,60,1,2,2,0,1,1,0
692,0.95,6845,120,-24630,0,121364,5000,2787295,120,48196,57.05,0.59,1,5000000,2,17866,0,14,0,0.49,235498,0.57,452343,0,1,19.0,43,0,0,2,1,1,3,0
506,0.66,1885,120,-14753,1,328193,20000,2709650,84,15410,10.07,0.03,5,100000,3,57056,0,25,1,0.57,166609,0.06,412899,0,3,9.1,36,1,0,5,3,1,1,0
509,1.55,7060,120,74403,5,373906,50000,178798,36,44763,3.18,0.96,1,1000000,0,21266,3,21,2,0.32,196064,0.01,494396,0,0,17.0,45,0,0,1,2,1,3,0
414,0.31,7844,180,69544,2,395417,20000,2828443,12,60574,32.53,0.31,5,500000,4,88898,0,10,4,0.71,71907,0.11,302128,0,0,3.5,29,0,2,5,0,1,3,0
550,2.26,6111,120,156994,1,391610,20000,203816,48,9650,32.18,0.45,0,100000,3,42837,0,6,1,0.87,183268,0.33,117547,0,0,9.0,31,2,0,2,3,0,3,0
518,2.72,5258,0,81506,4,177570,10000,211468,24,49826,50.8,0.28,5,5000000,3,12652,4,14,0,0.54,109153,0.61,5043,0,1,3.4,45,1,1,5,3,0,1,0
706,2.23,1299,0,12982,3,129053,10000,2642177,60,27277,56.98,0.73,4,5000000,3,13789,4,15,4,0.78,310075,0.2,231198,0,2,20.9,51,0,2,3,3,1,2,0
742,1.6,2338,90,15180,4,432036,50000,455972,24,58970,32.77,0.49,1,5000000,5,12755,5,7,4,0.06,349273,0.05,113479,0,1,3.9,47,1,1,2,3,0,2,0
653,2.58,1076,120,58534,1,443531,5000,1096489,24,3456,55.87,0.13,5,500000,0,42608,3,4,3,0.15,275221,0.09,310104,1,2,9.2,56,1,2,5,1,1,1,0
857,2.08,3758,30,115546,0,367162,0,301585,120,17590,43.78,0.1,4,100000,1,34692,1,16,2,0.46,470551,0.43,199600,1,1,1.8,34,2,2,0,0,0,1,0
849,0.03,3181,90,-25356,3,304939,0,1502397,60,28892,16.61,0.73,0,5000000,0,30667,4,22,2,0.92,172427,0.77,69933,0,0,20.3,43,0,0,2,2,0,3,0
441,1.18,4810,180,-11507,3,123812,50000,549459,120,18740,55.78,0.24,5,1000000,4,68234,5,1,0,0.53,355402,0.82,291765,1,1,13.7,36,0,1,4,0,0,2,0
800,2.55,947,120,33824,1,95411,5000,2824928,48,46728,40.38,0.14,4,100000,4,47929,0,20,1,0.43,213819,0.29,144083,1,3,21.2,40,1,2,4,1,1,2,0
846,1.04,6791,0,85031,5,311335,5000,480703,84,12788,25.43,0.5,5,5000000,2,58695,5,6,3,0.6,171668,0.66,92810,0,2,0.9,23,2,1,0,0,0,1,0
841,0.11,7171,30,-2711,5,195525,5000,146816,12,90381,41.13,0.8,1,100000,0,92343,5,22,2,0.12,318799,0.39,318055,0,0,3.8,26,0,2,4,1,0,3,0
806,2.24,3738,90,92215,4,22453,10000,970374,24,73692,24.68,0.28,1,1000000,0,80789,2,24,3,0.65,433315,0.97,66624,0,2,8.4,49,0,0,1,1,1,1,0
895,2.41,2731,30,120665,1,130848,50000,964374,120,9151,7.74,0.28,3,0,2,79671,4,20,1,0.09,11782,0.4,296404,1,0,13.7,24,1,2,3,1,0,1,0
580,0.48,4007,120,120187,3,453541,0,447974,84,27515,43.42,0.83,3,5000000,2,92140,5,5,4,0.58,215996,0.4,245392,0,0,7.2,21,0,1,3,1,1,2,0
723,1.61,869,60,192217,1,452706,5000,947774,24,11987,49.62,0.15,5,1000000,3,58561,5,25,1,0.71,152116,0.5,174451,0,3,15.7,28,1,1,1,3,0,1,0
569,0.58,5166,30,103612,3,478012,50000,1792672,48,79096,44.0,0.62,3,500000,3,65302,2,11,4,0.41,440475,0.03,375323,1,1,3.6,40,0,1,4,0,1,2,0
453,2.16,93,30,-14519,4,386309,0,1831131,48,56674,14.52,0.96,5,5000000,4,82191,1,15,1,0.91,213783,0.42,243281,1,3,13.2,36,0,1,0,4,1,1,0
382,0.81,2987,180,176577,0,59993,10000,2664666,36,69209,57.44,0.84,5,0,1,15117,0,10,3,0.15,115190,0.83,464348,1,2,8.8,51,2,2,0,1,0,2,0
725,0.95,4655,0,27097,0,382924,20000,377282,48,48767,2.49,0.06,4,1000000,4,84872,4,21,1,0.17,291596,0.61,83273,0,1,11.2,52,0,2,3,1,1,2,0
574,2.53,1775,120,-27422,1,55706,0,2000078,48,73359,20.63,0.32,1,1000000,5,16714,1,16,2,0.52,381261,0.97,18440,1,2,12.5,54,0,2,5,0,0,2,0
583,1.43,2260,30,93859,3,183889,0,352702,24,40644,16.35,0.14,0,100000,0,38639,3,9,2,0.93,446954,0.33,80033,0,1,1.3,49,2,2,0,3,1,2,0
472,2.01,435,120,22048,0,467760,0,1938100,12,94901,3.84,0.95,2,5000000,1,52709,1,22,0,0.39,218718,0.16,198035,1,3,20.3,32,0,0,1,2,0,3,0
626,1.21,4947,0,133951,3,101434,20000,2484417,120,39741,24.94,0.99,1,0,3,10859,3,15,2,0.93,244039,0.75,473822,1,0,17.3,24,1,2,3,1,0,2,0
362,0.89,6651,180,91668,4,196782,5000,1229453,24,66121,37.76,0.23,3,500000,2,76274,3,15,2,0.69,182272,0.04,328322,1,2,9.7,63,1,0,2,3,1,3,0
372,1.88,6979,120,178354,1,60799,20000,1940612,120,74818,53.07,0.67,5,100000,2,77199,4,14,4,0.78,169319,0.16,408192,1,2,12.0,54,2,2,1,3,0,3,0
674,0.46,6794,0,141741,3,129586,0,2402756,84,42435,59.39,0.84,3,5000000,4,67363,2,25,3,0.94,51826,0.51,152379,0,3,0.7,26,0,2,1,4,1,1,0
807,1.12,4300,0,101002,1,70964,10000,1659903,120,9056,48.68,0.23,4,0,0,10027,3,14,3,0.57,142672,0.75,299872,1,3,11.0,29,2,2,0,1,0,2,0
697,0.63,6524,90,129022,3,456894,0,382003,48,88227,28.65,0.19,3,100000,0,97379,0,22,4,0.64,155176,0.6,187697,0,1,9.4,25,2,0,5,3,1,1,0
419,2.09,3144,180,45737,5,212222,10000,412486,36,95137,43.7,0.01,4,0,2,89869,4,19,2,0.58,190650,0.99,418439,0,2,8.2,36,0,2,0,4,1,1,0
736,2.83,3587,180,-31313,5,369523,50000,754105,12,53418,50.77,0.41,0,0,4,7184,5,3,1,0.78,243980,0.65,148369,0,3,17.9,21,0,2,0,3,0,2,0
764,2.99,5195,120,133905,3,201510,10000,841893,36,87549,28.45,0.9,5,100000,5,24256,5,21,4,0.27,356277,0.72,266013,0,1,4.0,40,0,2,2,4,1,2,0
585,1.35,76,60,72540,4,119987,0,1139407,60,36513,47.32,0.9,3,100000,4,48339,3,2,3,0.79,380334,0.99,104544,0,1,3.9,55,2,1,1,4,1,1,0
564,0.76,815,90,117061,1,480439,20000,2967614,36,89943,29.48,0.13,4,5000000,3,44896,4,13,0,0.71,19994,0.59,358293,0,2,11.5,30,2,1,4,4,0,1,0
619,1.33,767,180,-19817,2,334070,0,186803,36,25660,23.8,0.2,3,100000,3,18557,0,9,3,0.6,208844,0.71,343888,1,1,15.1,45,2,1,3,3,1,2,0
675,2.54,6553,0,-29242,3,13801,0,71500,84,3639,32.04,0.41,4,5000000,3,30517,4,5,1,0.04,379002,0.3,113129,0,3,0.5,48,0,0,0,2,0,3,0
388,0.62,3685,180,82154,3,444264,50000,2704557,48,87856,40.88,0.78,5,0,5,65665,4,10,3,0.77,274983,0.54,242184,1,3,12.0,55,2,2,0,0,0,3,0
502,2.86,105,60,188013,5,312288,5000,144138,84,66612,43.89,0.61,5,100000,1,81552,5,3,4,0.13,115930,0.91,444693,1,3,6.6,53,2,0,1,4,0,1,0
633,1.03,3916,30,46368,0,366622,0,1260822,48,73009,22.05,0.51,1,5000000,4,55039,3,9,0,0.96,99743,0.85,9097,0,2,16.7,65,0,2,2,1,0,3,0
521,2.96,6694,30,-4109,5,151220,50000,2704648,84,11622,34.71,0.59,4,5000000,4,67094,1,15,3,0.08,257789,0.31,33760,1,3,10.3,35,0,0,0,0,1,1,0
340,2.52,7643,180,126882,1,122364,20000,2494024,48,19808,54.68,0.1,2,500000,5,75989,4,23,4,0.72,9401,0.36,266735,0,0,18.3,41,2,1,2,2,1,2,0
367,2.43,2873,180,-3099,5,354963,50000,1183058,120,56636,58.6,0.48,0,5000000,3,85120,3,20,4,0.36,96843,0.85,118246,1,1,8.7,62,1,2,2,0,1,1,0
813,0.95,3346,90,164584,2,160933,50000,2084768,48,71832,14.41,0.99,1,5000000,2,13835,5,7,4,0.74,483242,0.28,436546,0,0,18.2,55,2,1,4,0,1,3,0
897,0.03,6231,180,53912,4,464933,10000,1124536,48,23951,12.38,0.09,0,500000,3,36492,0,8,0,0.52,330956,0.89,74960,0,1,15.8,57,1,1,2,2,1,3,0
426,1.15,5842,60,21062,2,163552,5000,977751,36,89006,40.92,0.52,1,1000000,1,52685,0,3,4,0.63,209231,0.77,55304,1,2,18.2,30,2,2,4,1,0,3,0
554,0.91,7024,180,177694,4,28637,5000,1719206,60,66941,25.47,0.3,3,100000,5,4693,1,16,0,0.08,20257,0.15,99630,0,3,17.9,36,1,0,3,4,1,2,0
315,0.11,3148,120,102635,2,316765,20000,2395245,48,46076,2.43,0.54,4,500000,2,48401,0,9,1,0.97,170287,0.72,309031,0,1,10.7,40,0,1,2,3,0,2,0
776,1.52,3148,60,22008,5,463520,50000,76038,60,16345,21.46,0.57,3,5000000,4,25190,3,22,1,0.0,244625,0.83,27939,1,1,8.1,28,0,1,3,1,0,2,0
361,1.21,1465,90,83847,2,57431,20000,696520,60,1397,48.6,0.58,0,5000000,1,32605,1,12,1,0.94,211792,0.14,450194,0,3,16.8,65,2,2,2,1,1,3,0
731,1.9,2587,120,96900,5,109937,20000,384629,24,15665,48.05,0.85,5,100000,1,21646,5,22,4,0.57,204782,0.46,292193,1,2,8.0,51,0,2,4,4,0,2,0
567,1.86,244,120,191384,5,492137,5000,2867166,24,15560,30.19,0.39,0,0,5,45478,3,20,0,0.26,444070,0.86,160769,0,0,2.0,28,2,0,4,1,1,2,0
334,0.36,2625,30,-32026,1,328316,5000,632061,12,27376,28.88,0.52,1,500000,2,26957,5,20,1,0.64,50687,0.2,167852,1,2,18.9,33,2,1,3,1,0,2,0
875,2.93,3849,60,103460,5,35437,5000,2754831,120,20857,35.19,0.01,0,1000000,3,81860,5,16,2,0.67,419789,0.45,447962,0,3,8.7,44,0,1,1,0,1,1,0
793,0.56,1405,120,30591,0,411365,0,2007234,84,65268,13.94,0.79,4,100000,3,59296,1,18,1,0.73,253702,0.61,208722,1,0,2.9,32,1,0,1,0,1,3,0
861,1.34,981,90,-31385,2,417887,50000,200636,24,99042,32.04,0.26,0,100000,0,89220,1,16,4,0.02,468741,0.1,101024,0,3,14.2,65,2,2,1,2,1,3,0
