cibil_score,income,loan_amount,emi,account_age,overdrafts,bounced_payments,late_emi_ratio,income_volatility,avg_balance,transaction_frequency,monthly_spending,good_credit_behavior
543,178806,573562,34919,11,2,2,0.4353893961280134,0.48642583502607173,10554,190,86637,0
836,174245,782835,27161,31,1,0,0.4018987079559666,0.13445704076706444,92049,74,116210,0
374,181475,276572,37089,49,1,2,0.5757193053312043,0.28940513070441265,46987,187,30914,0
685,157416,181379,15865,112,1,0,0.583386232327748,0.6624299734213518,31985,145,73699,0
509,38800,631177,2495,103,0,1,0.7499869843799752,0.6131219737415599,91298,151,19615,0
774,45372,276256,46755,100,2,0,0.5098899482056102,0.5310031297429625,49167,165,60785,0
717,81516,872376,4148,94,4,1,0.10482264094076554,0.6829644186886872,41428,69,98589,1
646,40538,935987,35324,87,1,2,0.8582913355531061,0.6373908503732993,68238,192,89017,0
828,83918,612422,15393,19,2,1,0.30976458318518707,0.8813248894649517,63723,144,56898,0
478,166045,470539,3552,12,3,2,0.971297460306592,0.5860163774782966,18038,47,137767,0
481,91155,559421,37853,15,0,2,0.11786010867977015,0.7786013587005565,23219,21,119418,1
324,79500,252834,34924,31,2,1,0.9582511722325032,0.24870715596646786,5271,72,65505,0
479,187647,530441,10926,43,2,1,0.09101180688251698,0.678182584589068,28397,33,86031,0
800,193333,277579,32851,101,4,0,0.23103613794705946,0.9021941183826757,75491,187,101818,0
460,130659,600242,25889,37,2,0,0.04657994208654159,0.38573232789983325,30602,139,132952,0
476,47716,760381,41930,79,4,1,0.7051131466389949,0.7791041873386466,55471,48,10146,0
584,154308,402103,10055,29,0,1,0.8502987365717918,0.7247893011954354,63150,137,119822,0
362,166920,801287,6654,114,0,1,0.4340710818159804,0.05952619687182248,45227,192,12594,0
455,22352,785226,24634,107,3,1,0.9285220750424297,0.5815083096240723,98081,138,86610,0
768,153004,775787,34363,26,4,2,0.5902990717555996,0.13018934920080238,24116,11,132524,0
348,96449,317136,13468,108,4,1,0.6300071354465232,0.9673191722305912,7674,178,98197,0
383,28556,576249,34922,2,1,1,0.8454192017007699,0.8114075027006562,18469,189,71797,0
660,106836,586785,42718,84,1,1,0.2968002050518389,0.10972380124712011,6446,58,53937,0
447,156570,475767,19380,15,3,1,0.3542657213276258,0.12175199764767841,21760,50,127618,0
641,70098,830734,28870,116,0,2,0.9059519191946444,0.594473854912619,2963,142,70051,0
775,132169,849687,39394,4,1,0,0.9009634960387638,0.3448891741731833,77002,8,87903,0
362,160641,185639,16259,86,2,0,0.9764827762008709,0.03490585907310928,28262,199,86990,0
659,146060,885279,16873,50,0,0,0.9018383164416711,0.5416415078330531,6177,157,85204,1
860,150544,810177,15016,38,2,0,0.1273720360333609,0.3878450996858469,12160,95,78951,1
626,20340,753363,44137,23,4,0,0.8237242861369873,0.10107649237174265,8543,65,107309,0
440,195021,70389,2153,59,0,2,0.40983847810959406,0.8019203922559827,83162,170,135341,0
514,102302,225595,9853,90,3,0,0.9908013559459379,0.915076765278806,40278,164,136822,0
734,20138,435946,14379,115,4,2,0.47228096432880107,0.75659393401413,30607,155,125694,0
617,151430,373720,17792,75,4,2,0.5538360825022206,0.8224223100162773,86835,115,47459,0
331,139619,880351,40367,28,2,0,0.5297749152567985,0.21649056726611737,18221,41,148741,0
584,105376,787463,20100,66,4,0,0.3217370298582778,0.263572950918601,4323,7,94985,0
604,119931,53358,49553,8,1,0,0.07502208889291817,0.20852754029918774,53105,17,98295,0
728,181726,400679,13049,29,0,1,0.8956512304019185,0.765063431365564,77151,166,57941,1
776,176951,551110,2786,11,1,2,0.8026758125262868,0.9479170789344971,67968,92,119903,0
585,101532,302557,6368,101,2,0,0.13952678055966927,0.7168372067339026,24238,197,48875,0
443,75778,257596,32699,18,2,1,0.7767682713500729,0.881466764879556,64830,80,138975,0
723,57772,828776,49691,55,0,2,0.62584666605061,0.6386990948831726,74967,12,106500,1
318,78478,680270,39040,50,4,1,0.4091437879176223,0.38765990055879906,9330,87,71826,0
317,46762,278129,29454,14,3,1,0.2540211490955627,0.4257616149303052,45153,13,134628,0
889,164355,842130,40762,118,2,0,0.8597287835022325,0.07532143216740483,9611,160,88845,0
670,190492,378953,25600,74,0,2,0.700188259294053,0.03145719524602608,14872,82,110965,1
474,75568,667367,31238,99,3,1,0.5477399094691369,0.6954756041890774,50455,128,130853,0
493,105090,105805,27241,9,4,2,0.6095685338984641,0.4384288920111806,35930,150,43043,0
801,40219,212421,21810,99,2,0,0.09106618208218098,0.5522150680546295,73022,46,145150,1
412,77169,257849,22167,11,0,2,0.4739197609111919,0.5576612476224163,63714,45,63906,0
413,94965,911465,23811,63,0,1,0.193700292785702,0.2773758133333014,89794,165,21137,1
521,197912,288483,41779,108,0,1,0.20838367900882537,0.4758925108294907,49716,93,39350,0
563,195767,934671,22085,76,2,2,0.6613039622868667,0.47076022166770226,67704,81,14698,0
354,104754,442551,48854,67,3,1,0.9112561518342881,0.388427221227857,1415,58,140119,0
757,97988,94041,11261,53,0,1,0.40375661047834654,0.8206753834010705,77441,168,20165,1
461,170023,868386,20733,39,4,1,0.20774927301219037,0.4511640036875959,71779,101,141866,0
679,152379,320146,41779,78,0,0,0.6487469372366542,0.6036445245059878,83069,102,146942,1
386,100388,381927,31079,56,3,0,0.8711870463503177,0.8955201203808261,93556,60,108893,0
354,110768,157524,35980,28,2,1,0.7483188011224908,0.8662336228589225,89444,104,40736,0
775,55428,268306,16141,75,0,2,0.8687572305365872,0.8904222037791651,72435,149,68084,1
477,112021,961289,11344,39,0,0,0.5365546710107993,0.27000499646501397,10888,14,26211,0
690,138418,594026,41472,25,4,2,0.7518762443691909,0.03498248830806283,46299,48,96665,0
648,190047,847135,17896,21,4,1,0.14006455935893647,0.2610667998953292,59765,134,148449,0
307,152212,163776,25817,10,0,1,0.3482746153631915,0.27870734562070865,63714,146,149933,0
612,175914,230494,31813,43,0,2,0.38954916448152244,0.909360326724968,16935,173,88488,0
742,46421,242971,20895,15,4,0,0.5112957462460346,0.6492427328379706,74002,134,137870,0
627,21708,979896,2143,83,3,2,0.9290763602568237,0.08170395960222876,81631,23,46801,0
353,154702,881156,12681,48,1,2,0.8742965602221743,0.13537859601110114,77729,84,28277,0
538,170667,868731,9367,86,1,1,0.13452549228918453,0.1556761255419754,2320,93,93762,0
528,96021,327785,5228,21,0,0,0.1727896518824632,0.6304217481689232,47032,5,92246,1
878,179380,391678,6582,60,4,2,0.35764054958891134,0.7354140255070031,78763,134,139350,0
350,64789,318449,15147,116,2,0,0.2907438658906739,0.8596439105653961,18907,31,37802,0
563,46086,803622,13397,108,2,1,0.6147709531562623,0.9406365508062431,39002,6,132794,0
717,36859,330926,40799,96,1,0,0.9027760477645449,0.20170455738644177,45838,183,148572,0
395,27684,390401,39011,50,3,1,0.9622915416725868,0.30977248472404906,39912,142,14015,0
387,111088,286371,15647,23,1,0,0.6536029525352265,0.24032288074483066,1552,23,140305,0
377,152279,652251,29718,13,0,2,0.8381592014010867,0.35876156746613774,21140,145,68812,0
587,66099,696275,46264,69,3,1,0.5252022002307971,0.9146651074237494,86591,180,17826,0
419,86093,725926,44317,4,2,2,0.20832694686003972,0.5751125669393615,49737,118,19201,0
790,180761,174591,49914,92,4,1,0.5246884120934774,0.7381918973244991,34367,60,39048,0
751,68651,642054,21097,78,4,0,0.5550826014376511,0.490119236126782,81634,188,131471,0
799,33893,580799,38953,72,0,0,0.7424575642135566,0.02885791333612453,25061,182,29941,1
464,86418,689104,47254,9,1,1,0.2198829897073491,0.06419548599781433,97590,99,90641,0
481,145074,550981,42096,115,0,1,0.3683103820867317,0.5379230312678858,81336,177,68418,0
768,123065,823720,19107,35,4,1,0.3640274692145663,0.7187890348200257,43124,191,51541,0
306,150351,993681,5010,101,2,0,0.9594395957411649,0.2153305275287315,46638,171,80422,0
629,58635,316909,7555,21,4,1,0.44394496032671893,0.721909573992304,92115,153,128069,0
450,115071,201426,2067,58,3,1,0.7550939672981465,0.8106657734835124,2982,187,130965,0
384,98518,336073,30412,18,4,2,0.750811381374439,0.4118974783621112,36765,61,51607,0
446,126233,209892,46953,97,4,1,0.2655441848032414,0.7464192328441049,83606,106,122117,0
680,123651,161576,36305,72,3,2,0.5718696893717321,0.4040299503284599,97422,173,92865,0
847,92805,472739,13549,115,1,2,0.8943028933186481,0.67835062945502,55681,74,24450,0
584,179136,645376,7680,113,4,2,0.47519771945694944,0.763997049319543,64232,86,15618,0
381,142813,127525,27739,81,0,0,0.9451175073425461,0.9919266183081108,63349,53,77583,0
813,99063,63780,23209,43,4,2,0.2144582293241616,0.3453966620635961,64474,176,84900,0
822,22454,318733,43515,95,0,1,0.07415910577403073,0.41104078057461146,30513,167,38794,1
685,40878,930096,24432,98,3,0,0.8914538731447493,0.16562005941017133,23592,95,23091,0
770,164063,494709,17116,6,4,0,0.8476811979622166,0.2040730584018069,24618,9,25161,0
418,88344,154188,22045,86,3,0,0.9925898759338447,0.6933950025983777,52632,183,145230,0
695,124946,667614,28327,78,3,0,0.6793934881124261,0.9170455901544761,16409,61,133612,0
831,56593,877385,37709,67,1,0,0.9366879266671495,0.39460495166124054,10529,190,37663,0
560,56304,640073,45617,12,4,0,0.8269490250841108,0.17984444683554124,25154,96,147805,0
555,181458,593597,28905,100,0,0,0.8444263331200869,0.28509949938299406,33882,40,109961,0
525,133613,628483,9067,12,0,2,0.5691415704542683,0.4550517048081386,45917,142,63105,0
352,172155,75901,34559,109,4,1,0.38236459791671085,0.2906503293653684,83488,182,73436,0
799,38354,728936,44919,66,1,1,0.9345580725432818,0.23357908312186626,16701,169,138379,0
805,42190,474724,19985,2,1,2,0.43211717561589447,0.7359844887570796,76281,116,140705,0
663,26142,517927,29369,15,1,2,0.5388193672496691,0.007844921240623193,90871,152,102635,0
579,179470,599752,19864,23,0,0,0.44611430712518774,0.5392305273364831,69225,17,79579,0
892,61862,328404,24614,29,3,0,0.5648183139601971,0.7937668070297539,53492,126,24242,0
457,170575,699285,49894,81,1,2,0.4705050789923272,0.2662282863174682,3988,113,108901,0
358,145438,347584,17613,96,0,0,0.04796755857947588,0.6032915106120174,36919,151,135056,1
427,68456,407226,8447,7,0,1,0.8820481860076986,0.6689001056186178,49426,96,110628,0
414,120167,942015,7499,94,3,1,0.4443938189157698,0.65502469640509,53167,106,40976,0
508,102035,630971,41041,28,4,0,0.5889436485073487,0.4458496341987177,10013,60,21231,0
825,28016,436350,33315,14,4,0,0.13918780275798703,0.3465779878757792,40113,49,144400,1
820,22384,222502,3299,44,1,0,0.003387847982639136,0.8359240730278135,4574,64,35261,1
851,166144,969491,41469,30,1,1,0.24529009364364296,0.7584459569998643,99016,189,35262,0
536,122239,557994,6994,81,3,0,0.7045860321333502,0.3212551734139125,8838,58,144352,0
580,131431,730465,31878,32,1,2,0.0991945301128786,0.10301919444220609,94899,41,13590,0
658,100018,652772,17627,110,3,0,0.9088874403864678,0.07180754544546919,32368,41,126726,0
500,60510,824107,9489,70,0,2,0.21502256935618458,0.09427597789893605,33228,18,97542,0
577,41826,980530,28111,115,1,0,0.2045936142917758,0.5828693611920428,50711,99,23570,0
534,88026,904741,34355,88,0,0,0.18150796162149552,0.05166217582898969,47097,176,19533,1
793,141668,882359,10269,6,2,1,0.013981712971364746,0.3369268749640384,56773,106,135890,1
303,176590,256486,4831,27,3,2,0.7718054684782346,0.7531997019142294,29639,46,123819,0
741,44045,879378,46370,82,2,2,0.8750345312452585,0.2943481665153781,15823,5,86368,0
328,110102,962935,13819,88,1,2,0.6141627026161989,0.7633080771801298,24510,27,44798,0
408,71919,499777,26813,101,0,1,0.1881999816798623,0.7454670382070553,39333,196,32849,1
374,119441,191449,23637,24,1,2,0.28527799694087974,0.24582713263321632,5435,32,147229,0
445,178175,627880,3996,102,2,1,0.4759266973649633,0.7288221800927455,39418,136,121972,0
427,187260,188419,46387,34,1,0,0.9543459516233008,0.7477766382721007,58955,173,39030,0
341,156917,345920,5089,40,4,0,0.2473513718177428,0.39745392566702686,60507,192,136026,0
655,187746,971287,35291,47,2,2,0.731645903919888,0.21042048374151823,52033,22,130398,0
340,138325,630086,22659,79,1,0,0.4394482232929203,0.5212708068918691,87089,195,75729,0
333,39337,185370,47178,75,0,0,0.2978473483600218,0.9213975880001963,73972,193,18164,0
316,173385,906636,32429,86,1,2,0.45591593702211375,0.639616732432062,48219,53,11119,0
452,178015,922639,17732,118,0,0,0.07120671754123253,0.1729224976272612,35477,51,23351,1
677,97949,936788,21506,24,4,2,0.7986873709303625,0.6827569247335199,90780,119,82076,0
887,20276,498377,42935,65,1,2,0.24330192798296713,0.42720302728183457,43721,43,55162,0
898,71151,897084,7190,18,4,0,0.7254121231929704,0.591528797355373,68228,10,41760,0
641,168683,541830,6575,44,2,0,0.06834837144819472,0.7340640350231079,16523,57,99074,0
326,163016,966004,42495,76,0,0,0.9550985561656861,0.5149473515144448,33326,29,129567,0
586,72887,293767,36565,57,2,0,0.1930149854056986,0.8139839745733086,43205,103,39738,0
467,101442,595210,36899,107,0,0,0.8827420762070805,0.7221555793166278,1125,69,56921,0
567,69847,477244,25706,28,4,1,0.8094732096154345,0.6150733400185107,67735,137,132448,0
754,78653,554677,49668,104,3,0,0.967859924081416,0.1507928158323515,17375,197,71068,0
700,76622,463532,24884,71,1,1,0.4778906609457496,0.8359491109115683,3711,12,33581,0
775,47810,913428,19199,23,4,2,0.7273972938459515,0.935905585319816,33437,43,105672,0
857,97842,460184,46100,85,0,0,0.37071065703778405,0.13696512380929482,29022,115,31485,1
875,142225,866698,41434,34,0,0,0.18436823801969382,0.48824112943343057,10182,47,46294,1
429,30503,568895,14479,11,0,0,0.4430759329334488,0.2588887419705045,94177,86,63001,0
662,104761,276817,36178,86,0,2,0.16574901538845488,0.7545233074255646,96066,127,142706,1
591,188048,467216,14665,106,1,1,0.9820446227863839,0.7216296360047,89148,137,53969,0
670,146439,981515,2534,35,2,1,0.09624649114071637,0.1408851205703987,72531,8,10093,1
328,31590,52866,28292,116,3,0,0.5892117234526204,0.8770272712616372,41950,112,38370,0
448,161958,162669,38132,93,1,0,0.6264638552540559,0.18097306397800228,13920,97,29750,0
595,163938,842330,38110,42,0,0,0.5380795428740542,0.7972590256481075,23144,133,26472,0
310,86624,330539,24469,28,1,0,0.6621858857118336,0.4569803596280049,85418,98,28934,0
811,183864,744379,48233,82,4,2,0.11618077501189095,0.32827229355815124,3565,60,49125,1
412,160836,316150,39268,78,0,0,0.5550185242052911,0.1582392626742135,89909,177,49103,0
486,140356,739753,3172,82,3,2,0.28721257112736154,0.1676142561466294,54942,197,98705,0
526,62727,847388,29914,92,0,0,0.9401760633010566,0.6618905547009003,71560,7,66543,0
609,98471,493258,22901,24,3,1,0.7620716534397257,0.5504303879471205,25691,26,87492,0
397,28068,539415,42775,8,3,1,0.9725144821597427,0.1220854216512327,34799,60,68024,0
354,136923,973582,36409,106,2,0,0.037556069740189546,0.11269786043832519,67777,22,36207,0
705,158367,997135,21324,118,2,0,0.2851331751807087,0.07231057477279146,35510,157,59354,0
368,192232,407820,10738,109,1,2,0.195422586638349,0.7437673473735441,88919,180,58960,0
611,31390,696012,39494,53,1,0,0.0111545873118305,0.7118820852292892,78366,120,71262,0
588,126752,637189,46557,72,3,0,0.24232573024632142,0.05843099085457515,29975,88,107155,0
847,171203,943659,26054,4,0,0,0.6787759835204289,0.560270075596973,54242,163,118182,1
447,114754,774857,31709,91,4,1,0.23108892213456855,0.0846761552426899,47546,34,109132,0
766,95969,538029,45785,100,4,2,0.5090034454826182,0.9037457706089417,93087,84,82706,0
543,166110,691480,22107,5,0,1,0.8878181149649986,0.9071174191801324,24267,70,39968,0
790,97064,222646,2363,97,0,2,0.6937579203490752,0.6982329898131301,78911,14,52517,1
806,41281,343561,12358,49,2,1,0.39462906990603197,0.92618892143945,88049,63,139282,0
664,74189,400164,38077,98,4,0,0.3724689389121083,0.8114530304136905,70939,55,55984,0
781,68511,395783,5240,30,3,1,0.45573581400848473,0.8285385759270494,5897,127,82321,0
500,142115,508222,8665,72,1,1,0.17704144105990638,0.5697078505699332,1163,141,131854,0
453,28605,144881,47689,103,2,2,0.6340007674159881,0.3060591982161759,53540,58,145727,0
749,120318,292934,3936,63,4,2,0.3641528191046055,0.21779911511642158,83915,194,100638,0
800,152453,182659,48736,47,0,1,0.8523653492620437,0.3272000220389292,31030,85,78972,1
372,39810,695976,27538,26,4,2,0.7565526600578163,0.6284954300890621,56313,141,31432,0
595,175394,551323,45965,57,3,2,0.61051316409216,0.17265653583239893,30870,13,75896,0
316,61869,689872,13998,37,2,2,0.36420222264951607,0.2586402366373216,30482,105,115035,0
516,52955,760070,2882,98,0,2,0.2099318316734844,0.46806086279546444,32058,156,23750,0
360,81388,922999,22224,7,3,2,0.7761518641056229,0.23305009852461556,58255,43,37987,0
341,30207,797108,41691,40,1,1,0.48640909899108653,0.5886436697160616,93407,140,112995,0
324,179292,912318,48476,92,2,2,0.2247500381773575,0.9231760284563298,65930,157,36165,0
338,42031,986320,32825,39,3,0,0.19517461504000622,0.7480893657031265,51500,114,34346,0
430,100807,791184,7204,62,3,1,0.16540090450135903,0.666426614148913,27379,70,13514,0
797,91312,865864,30885,103,0,1,0.777161196205595,0.5827214759837788,68787,14,34838,1
528,79766,229689,42056,92,1,1,0.2289871853003117,0.4879479092570649,24674,121,37559,0
407,163521,384517,5203,78,3,2,0.5266422635251975,0.1865638596346597,7590,156,111223,0
471,109833,215289,4244,53,2,0,0.45154636097305645,0.8947104554268656,32432,87,69207,0
734,131041,333028,34786,114,3,2,0.5796108992282839,0.24853600201283632,41426,191,26385,0
777,136185,317598,5083,102,4,1,0.8771549003711943,0.09130887757816075,50584,163,141465,0
401,197164,649248,23584,4,2,1,0.8677473900817306,0.7500151792286952,88663,143,34881,0
823,30350,152421,10521,106,2,1,0.45107607182485965,0.1756155343311664,39015,138,121761,0
574,120859,288245,35541,82,3,1,0.015366250734723308,0.371895999541176,74251,74,68308,0
343,88487,617906,31063,108,0,2,0.4264438057143032,0.028284928290979727,70353,164,120515,0
316,168694,97111,6732,112,2,0,0.6061935374241404,0.13706794254044807,96029,43,82031,0
629,143853,482829,29518,25,4,0,0.5577647590980618,0.17320363075991208,83990,180,115257,0
868,73117,266750,41563,7,0,1,0.6513361058002055,0.05441012775017795,5600,17,96973,1
796,121084,170592,41752,102,0,0,0.15407573247308348,0.6566569566228452,25690,63,69596,1
311,43782,284000,31697,28,0,1,0.6465350987807326,0.8370077958031172,34762,71,142785,0
617,48454,830277,4567,69,2,1,0.18265161874377223,0.37331540636594096,38499,188,30428,0
891,87904,372137,18121,67,0,0,0.750523980696749,0.8745764767182007,88988,45,72160,1
515,149936,178652,3674,108,3,1,0.33908761326268,0.2133465745601265,8670,188,90729,0
638,166664,976352,12875,95,0,0,0.7098954333814536,0.3253904235612395,87687,39,70843,0
380,173245,558069,46340,111,4,1,0.04786559890610709,0.1507369930311684,18341,170,90169,0
784,184276,652960,2739,106,1,0,0.4078600255909134,0.6205591954189986,96140,85,104764,0
673,186668,824639,3545,20,4,1,0.7050345222633327,0.41986959087030684,74823,199,36730,0
499,185396,902557,31140,83,2,0,0.22687051633149413,0.6132833468418987,85074,38,124082,0
836,142258,267516,11327,112,0,1,0.7952870447972226,0.7616749053941836,18015,80,82981,1
765,131668,429653,7127,11,0,1,0.630779733104932,0.5457030160329485,66126,74,75573,1
388,144184,111602,25331,104,3,1,0.5875617721497983,0.6276303549017879,56197,15,41076,0
567,181822,253117,25004,67,0,0,0.3535488542043371,0.9352503143943329,50849,116,136283,0
870,36566,287069,43833,87,4,2,0.4824514703811176,0.2990643096088431,16852,31,35094,0
788,158262,616510,12492,7,2,1,0.5973493009778531,0.35916393863395313,56361,52,20555,0
837,58333,885655,15749,23,1,1,0.47246211391489046,0.7177033617093369,22258,28,80656,0
346,141929,291084,25508,61,0,0,0.6983133239405601,0.6113055170553867,63355,22,138061,0
587,109571,292318,11045,71,1,1,0.43369693310695956,0.17853290453971482,42508,31,131432,0
315,140263,639621,22116,110,0,1,0.20227318174203035,0.3761473100104902,68784,58,145787,0
700,152661,758092,20667,34,2,1,0.21393378280104725,0.46783801312471496,72728,59,140694,0
385,45235,434794,11521,106,4,1,0.005803768842941093,0.41938983796838936,28410,124,44162,0
549,20159,99420,10669,19,2,2,0.30095771555867246,0.1782748083220408,10895,25,111173,0
690,163217,649792,29302,58,1,2,0.7489176404785196,0.9244300917842623,72942,191,107858,0
634,182993,576750,13283,9,0,1,0.7941627088376095,0.7623187616939758,34924,119,111980,0
818,124859,321604,32935,48,1,1,0.20246754209575002,0.48135583210785227,71831,166,136652,0
436,167309,673607,8998,115,4,1,0.9590439968714077,0.6800610283068366,13264,124,48458,0
797,127507,830962,30806,82,2,2,0.5024027934801267,0.8972826721355218,29038,62,114122,0
776,159316,714635,33624,41,1,2,0.9169787490185026,0.13617414236157122,10136,180,108538,0
893,34743,718629,15440,48,1,0,0.7067652818616311,0.2503730507069777,14213,58,144212,0
522,66101,703881,47465,45,4,0,0.7224334230224131,0.542701247256645,78608,150,121201,0
671,141534,172672,48501,106,0,1,0.08504362130607113,0.7990103713523586,28431,7,97008,1
701,104227,509158,23797,25,1,1,0.21999112689693068,0.03625489544152738,43290,156,21377,0
742,91126,385064,3269,116,4,2,0.008814833294472635,0.9840181501963605,68539,133,93031,1
789,76071,563953,9868,78,0,1,0.7161276404767375,0.45490660288239715,86535,10,134403,1
572,94763,858985,32251,108,0,1,0.34443828842851,0.359231140621723,97815,23,67487,0
825,163309,467582,14373,25,2,2,0.7866525160763468,0.29272443783977187,43747,90,77639,0
458,166721,94036,20987,19,4,2,0.3389362199370263,0.17435670765087163,76974,119,100731,0
451,188785,198441,40729,39,0,2,0.8193337522988611,0.7915739089300279,80763,175,134766,0
487,196481,192867,17734,119,2,2,0.130698253748313,0.9554141647460965,70208,127,113429,0
397,199838,120021,44429,79,3,0,0.1733731567575082,0.4136447548453982,73994,140,143993,0
430,66154,419349,43337,80,4,2,0.3408765395839365,0.9524206947534563,85075,184,140904,0
470,27016,511370,42325,27,3,2,0.4084873888822733,0.8237976154350342,70015,77,80270,0
482,199760,735503,20064,104,0,1,0.3487028108429784,0.4810511274763183,15887,51,95293,0
663,109678,472641,10433,74,4,1,0.7636470325232199,0.6740261791261327,1051,89,40328,0
338,132056,924641,11111,63,2,1,0.0969513926267147,0.43498417917046295,68695,32,33138,0
826,74238,387283,40450,68,0,0,0.35121701963848806,0.5587234082125524,70926,50,19028,1
796,78608,810592,17047,115,4,2,0.8372399995154594,0.05804633701850381,86571,136,53819,0
815,109081,579656,10084,19,4,2,0.06679707726217199,0.6962634753005331,29491,124,98627,1
648,182969,709981,23751,28,3,0,0.9423435076713574,0.05282464448413671,17080,140,15312,0
696,70961,633117,18453,85,0,2,0.9863168422720129,0.8170849469196495,35880,120,35973,1
460,195829,441180,22308,111,2,1,0.08856817382508009,0.8249469294605575,60965,65,112126,0
315,46917,503510,40968,78,2,0,0.29127252225573697,0.2370772875562146,48361,21,54390,0
792,173808,851151,32077,33,0,2,0.37240066603535615,0.32366278103580026,88685,38,59956,1
725,47990,603515,45046,112,0,0,0.7763913686527261,0.4813103785582933,81875,24,109379,1
407,82551,683718,36775,10,1,0,0.5959268121167338,0.5966629069324815,95841,166,24063,0
749,173512,450782,48097,83,3,2,0.6443657004925674,0.2873536617419967,67890,47,104306,0
610,186277,62306,26503,30,0,1,0.757509822818506,0.592486404631925,72156,14,103196,0
469,100811,628110,4779,22,0,2,0.11797899943702572,0.29778707322929887,70290,98,19605,1
845,75103,74042,23304,3,1,2,0.8332094569102624,0.05549072107106068,17593,162,106185,0
713,192699,458302,2755,101,1,1,0.705619804180144,0.0025275498319089484,17167,119,112756,0
550,126122,722747,41263,105,4,2,0.5773417251963703,0.1011510579184286,89091,157,126351,0
440,39008,994546,44955,82,2,2,0.8897353347830567,0.7922507001640182,34005,131,82964,0
573,52402,663712,44281,75,3,2,0.7003063538838071,0.9614313123833371,66471,189,12420,0
715,156865,232690,19400,48,4,0,0.2016999626310254,0.42696619928121926,51728,114,94448,0
338,156643,797410,42115,2,0,0,0.42974538107566673,0.5126839534499428,9691,195,99897,0
328,167281,199395,16249,76,1,0,0.4940428669357333,0.14684816907342613,10756,111,37728,0
776,133550,592307,49647,54,2,2,0.055217626750405646,0.551031352680157,37308,109,134826,1
617,194220,911858,48825,6,4,1,0.9546375133600558,0.14465490200697684,65079,75,67858,0
544,111218,615151,46825,107,2,0,0.12857726079687848,0.6112143311988301,66524,179,116716,0
571,153296,685311,26600,40,1,1,0.6974612672267269,0.9332586675808539,61466,88,86992,0
739,199767,715643,39706,108,4,2,0.5062310360908802,0.1956985393030396,10327,7,109259,0
538,140779,985783,21222,93,4,0,0.025632249884422587,0.764563718057102,29520,50,126185,0
676,149714,359143,35505,94,2,2,0.9247474758643617,0.023502422818324042,44308,168,110282,0
565,52441,112780,40968,2,1,1,0.8518368088189332,0.375497241321621,95436,30,107677,0
658,190201,859340,43139,73,0,0,0.5242579279038355,0.11074850783050905,17533,142,70049,1
639,82368,766944,43302,111,4,0,0.22894233613944526,0.35247544159569943,98417,166,50213,0
688,112122,438422,31148,2,0,0,0.12162289068009424,0.1735369196388835,94318,12,14284,1
876,64760,949434,24302,93,1,0,0.3633924794321266,0.3733049901228874,45488,59,27585,0
302,43478,493441,4623,97,4,1,0.2554282810460905,0.41752280610753034,68160,95,105131,0
728,147881,743312,10646,74,4,0,0.5066912010062987,0.3005911227809184,41429,142,17131,0
441,91854,150706,15543,98,0,2,0.966409296123429,0.6566219494731291,52726,189,53382,0
675,114230,743023,30960,108,3,0,0.5749534932296414,0.9188520512589097,87348,118,97081,0
623,105716,172019,24785,55,0,1,0.8899310558900979,0.40059537410527235,74065,83,63441,0
445,163252,421852,14817,72,0,0,0.6508788374957772,0.19234315647502143,21653,105,89220,0
592,118538,766741,33406,101,3,1,0.47524652658720046,0.27072275819598335,57921,90,22651,0
731,35372,229001,25456,118,1,1,0.8546075627333712,0.854000823496369,94396,49,142737,0
884,49796,845775,25777,60,1,2,0.4713681101729975,0.5716397232701479,14654,54,16918,0
698,118826,912605,22914,97,4,0,0.868628170510361,0.4550110323069573,3108,68,33007,0
643,140592,150260,31553,111,2,0,0.2915767695757653,0.1496367215089267,70483,99,35035,0
439,113635,220863,25548,6,2,0,0.12881307376298812,0.44972730832378194,8899,6,99352,0
486,131022,734494,39265,108,4,2,0.8553144643629383,0.27849200335738666,14372,177,86749,0
360,74040,752461,42701,104,2,2,0.5874151637926668,0.9431631278533492,38682,99,124049,0
679,95357,643731,8727,109,0,1,0.8890923982489601,0.8840701094157313,96909,66,98148,1
739,98356,804471,46924,19,0,1,0.9378272069923832,0.08390254182819801,68799,146,32211,1
618,36211,369674,34427,96,3,1,0.053628390371449175,0.5166534892612429,92724,78,36866,0
601,125426,490015,18692,27,3,2,0.5009693018588683,0.22505834551467208,37583,104,17344,0
643,25842,710187,33625,1,4,2,0.37496454907452925,0.4107770895242906,30295,115,78737,0
310,86852,146143,26918,107,4,2,0.6258583970701171,0.8768479982514564,67113,108,80288,0
361,145737,768013,43395,116,4,1,0.7935911972023235,0.5275145198885448,81565,19,72546,0
525,65968,194771,43136,33,0,2,0.28059021597436895,0.33421529337075984,50574,18,117879,0
452,37508,556713,17577,40,2,1,0.5567983843731716,0.20788835410499706,65934,163,20327,0
863,173077,950959,21619,32,4,1,0.7087285799048996,0.8003248594064892,31066,161,37608,0
870,74575,822332,48240,69,4,0,0.13443108283573402,0.6245180153643471,84149,31,98534,1
883,170043,710673,35710,17,0,0,0.8140669059512669,0.4680654604262312,86096,89,126209,1
874,176671,718958,39388,8,0,0,0.6061095998529731,0.21748435386297804,9945,13,28007,1
